iter	MultiClass
0	1.387866605
1	1.21129021
2	1.093168432
3	0.993949269
4	0.9236611456
5	0.8489434261
6	0.7877170076
7	0.7346551429
8	0.694209695
9	0.6468050205
10	0.6094816006
11	0.5765547276
12	0.5465884817
13	0.5210755051
14	0.4996844173
15	0.4805214878
16	0.4596263692
17	0.4430326822
18	0.4273987285
19	0.4121834891
20	0.3985591015
21	0.3865030643
22	0.3697650165
23	0.3589489727
24	0.3478849209
25	0.3379270258
26	0.3276376563
27	0.3171504383
28	0.3082563222
29	0.300245786
30	0.2932186332
31	0.2858544509
32	0.2779131068
33	0.2710279005
34	0.2649554415
35	0.2582004858
36	0.25210951
37	0.2465762653
38	0.2412297356
39	0.2356198453
40	0.2305099558
41	0.2253653765
42	0.2187747047
43	0.2144301454
44	0.2093730874
45	0.205060827
46	0.1996906943
47	0.1953124062
48	0.1909392279
49	0.1869014617
50	0.1824825773
51	0.1794639271
52	0.176025836
53	0.1730197608
54	0.1695270802
55	0.165929475
56	0.1633543258
57	0.1601971979
58	0.1575508997
59	0.1548947336
60	0.1515725835
61	0.1485705866
62	0.1457484021
63	0.1437934606
64	0.1416690785
65	0.139763441
66	0.137751613
67	0.1353250319
68	0.1326597715
69	0.1307009274
70	0.1281828404
71	0.126347344
72	0.1244232248
73	0.1229915121
74	0.1212777462
75	0.1196469308
76	0.1171235936
77	0.1156892088
78	0.1140771095
79	0.1128158569
80	0.1112745434
81	0.1096310828
82	0.1082977084
83	0.1071265084
84	0.1060113629
85	0.1050744943
86	0.1039224323
87	0.1025745023
88	0.1012627386
89	0.1000701857
90	0.09904972199
91	0.0980234571
92	0.0969782359
93	0.09565842683
94	0.09428977673
95	0.09338606265
96	0.09251114337
97	0.09160725349
98	0.09083484468
99	0.0895577942
100	0.08884828395
101	0.08765569004
102	0.0868798064
103	0.08585660615
104	0.08447539861
105	0.08392707836
106	0.08301139281
107	0.0823837374
108	0.08161667855
109	0.08099437895
110	0.08040652297
111	0.07938362743
112	0.07859792285
113	0.07780151836
114	0.07738207159
115	0.07700460994
116	0.0765136039
117	0.07595499979
118	0.07503715785
119	0.07442166142
120	0.07421328871
121	0.07362921813
122	0.0728953489
123	0.07251717235
124	0.07201873029
125	0.0713194746
126	0.07054494456
127	0.06987080376
128	0.06917806411
129	0.06872389247
130	0.06818221132
131	0.06772264284
132	0.06719476726
133	0.06656081849
134	0.06617365308
135	0.0656768752
136	0.06522383448
137	0.06497876216
138	0.06454674037
139	0.06416142078
140	0.06381070303
141	0.06344047816
142	0.06303858134
143	0.06278142035
144	0.06240562287
145	0.0619951591
146	0.06143094135
147	0.06089478008
148	0.06029930056
149	0.06000338319
150	0.05963861375
151	0.05919104018
152	0.05880347631
153	0.05847653156
154	0.05814368018
155	0.05784956761
156	0.05759658462
157	0.05728849068
158	0.0568937076
159	0.05653809109
160	0.05633109542
161	0.05591114472
162	0.05575546874
163	0.05548362908
164	0.05524233043
165	0.05476728636
166	0.05441992037
167	0.05409759311
168	0.05390852827
169	0.05349444904
170	0.05312134703
171	0.05285201534
172	0.05268643053
173	0.05257663053
174	0.05221957252
175	0.05195383286
176	0.05160026726
177	0.05127766458
178	0.05101580407
179	0.05078665269
180	0.05060062321
181	0.05043865971
182	0.05028522216
183	0.05009449902
184	0.04989425378
185	0.04967918923
186	0.04945432719
187	0.04914509939
188	0.04890730194
189	0.04871247404
190	0.04850157285
191	0.04833357968
192	0.04817924558
193	0.04788775818
194	0.04777000064
195	0.04754087855
196	0.04716278697
197	0.04695224908
198	0.04678313084
199	0.04659708085
200	0.04619798792
201	0.04591364941
202	0.0456040085
203	0.0452759504
204	0.04507226841
205	0.04472845051
206	0.04460682554
207	0.04432241671
208	0.04403412873
209	0.04381438518
210	0.04365936256
211	0.04350949945
212	0.04330316007
213	0.0430934279
214	0.04280175591
215	0.042632749
216	0.04240954234
217	0.04227940608
218	0.0419537241
219	0.04174247718
220	0.04155356763
221	0.04134869905
222	0.04119130031
223	0.04097143077
224	0.04071142487
225	0.04050535504
226	0.0404134097
227	0.04018174741
228	0.04001728767
229	0.03995885131
230	0.03978245819
231	0.03953276838
232	0.03932926805
233	0.03916828021
234	0.03901303785
235	0.03886580577
236	0.03864464709
237	0.03841533749
238	0.03819695925
239	0.0380278498
240	0.03785718458
241	0.03768645197
242	0.03742144771
243	0.03720459008
244	0.03712253893
245	0.03694842232
246	0.03678096824
247	0.03660570019
248	0.03640531432
249	0.03632482479
250	0.03613232614
251	0.03590643864
252	0.03581398936
253	0.03561140315
254	0.03543214754
255	0.03527332781
256	0.03509964481
257	0.03501239021
258	0.03488149804
259	0.03470882879
260	0.03453825146
261	0.03433208788
262	0.03426928601
263	0.0341145681
264	0.03396479289
265	0.03381926307
266	0.03368821855
267	0.03353847556
268	0.0334193029
269	0.03336273873
270	0.03328534901
271	0.03320362015
272	0.03308638999
273	0.03296440171
274	0.03279424629
275	0.03263419601
276	0.0325032013
277	0.03236682734
278	0.03222560736
279	0.03202448316
280	0.03195402846
281	0.03183361938
282	0.03172998677
283	0.03161197141
284	0.03148824279
285	0.0313301145
286	0.03121219875
287	0.03111144621
288	0.0310216221
289	0.03088755102
290	0.03079388292
291	0.03070975449
292	0.03063361875
293	0.03051518735
294	0.03037394393
295	0.03029460292
296	0.03020275427
297	0.03009978967
298	0.03005046229
299	0.02989966748
300	0.02980822023
301	0.02970114501
302	0.02963501188
303	0.02954118263
304	0.02943749728
305	0.02933369767
306	0.02927345944
307	0.02918675858
308	0.02904061641
309	0.0289442704
310	0.02878082439
311	0.02867795062
312	0.0285710014
313	0.02846439789
314	0.0284190698
315	0.028318704
316	0.02818157413
317	0.02811587754
318	0.02803414282
319	0.02796465497
320	0.02780894969
321	0.0276810753
322	0.02756744303
323	0.02748808443
324	0.0273435537
325	0.02725291801
326	0.02715968939
327	0.02707839708
328	0.02698966582
329	0.02693177148
330	0.02686842466
331	0.02678065732
332	0.02671540315
333	0.0266510836
334	0.0265351338
335	0.02645882813
336	0.02630885662
337	0.02621038645
338	0.02613043895
339	0.02603911768
340	0.02591488805
341	0.02584600375
342	0.02577938426
343	0.02571060251
344	0.02560832057
345	0.02556356966
346	0.02549487581
347	0.02544205017
348	0.02537696592
349	0.02532496064
350	0.02521055488
351	0.02510124125
352	0.0250207986
353	0.02493769562
354	0.02490361532
355	0.02483770192
356	0.02475961782
357	0.02469258521
358	0.02458281744
359	0.02451611884
360	0.02441078543
361	0.0243334675
362	0.02424304423
363	0.02417080377
364	0.02405556006
365	0.02398169352
366	0.02394719278
367	0.02387796569
368	0.02377246675
369	0.02369327662
370	0.02361000958
371	0.02350280398
372	0.0234639597
373	0.02339665461
374	0.02330445731
375	0.02322950524
376	0.02312779024
377	0.02303100035
378	0.02296928546
379	0.02288202939
380	0.02285507601
381	0.0227954384
382	0.02274399272
383	0.02270774138
384	0.02265026016
385	0.0225470729
386	0.02248904819
387	0.02242381452
388	0.02232532531
389	0.02224274238
390	0.02221310377
391	0.02214087502
392	0.02207315536
393	0.02198288444
394	0.02190752366
395	0.02185980918
396	0.02179569619
397	0.021704476
398	0.02162585573
399	0.02156754097
400	0.02149286871
401	0.02141273663
402	0.02135484376
403	0.02130090916
404	0.02122865404
405	0.02116259708
406	0.0211043204
407	0.02106683851
408	0.02099491155
409	0.02097143153
410	0.02089557853
411	0.02083701619
412	0.02077086547
413	0.02071597426
414	0.02064073653
415	0.020559516
416	0.02050250943
417	0.02046560179
418	0.02039716724
419	0.02031904065
420	0.02027058492
421	0.02021972668
422	0.02017560569
423	0.02012682913
424	0.02008901031
425	0.02001943017
426	0.01997137729
427	0.01992318231
428	0.01987109206
429	0.01983982444
430	0.01977495554
431	0.01972104584
432	0.01965865269
433	0.0196213876
434	0.01954407992
435	0.01950681777
436	0.01947052541
437	0.01942050805
438	0.01934430347
439	0.0192949131
440	0.01924818892
441	0.01918287761
442	0.01914057754
443	0.01908397675
444	0.01903195681
445	0.01896305934
446	0.01889352462
447	0.01883565079
448	0.01877847868
449	0.01871790644
450	0.01868009348
451	0.01862937148
452	0.01860620056
453	0.01857220962
454	0.01849866829
455	0.01844666594
456	0.0183844852
457	0.01835487295
458	0.01831967344
459	0.01828770264
460	0.01825672947
461	0.01821384489
462	0.01819151631
463	0.01813948026
464	0.01809178629
465	0.01806473329
466	0.01802663906
467	0.017993593
468	0.01793896255
469	0.01786358419
470	0.01781550201
471	0.01776375749
472	0.01771346472
473	0.01767709911
474	0.01763767764
475	0.0176027755
476	0.01754815091
477	0.01751077889
478	0.01747360024
479	0.01743655051
480	0.01740904924
481	0.01734876852
482	0.01727657787
483	0.01722924281
484	0.01715909428
485	0.01709577089
486	0.01703945722
487	0.0169940969
488	0.01695443518
489	0.01692612233
490	0.01688470123
491	0.01685790898
492	0.0167940758
493	0.01675029614
494	0.01672751783
495	0.01670287318
496	0.01666473061
497	0.01662789036
498	0.01659012427
499	0.01656435895
